content,positive_prob,negative_prob,sentiment_class
其实我每天都被深深的焦虑笼罩 以至于我现在朋友圈都关掉了不更新了 接踵而至的考试、考验我学术能力的论文、扶不上墙的比赛。种种，我都不敢做得不好，仿佛下一秒会从边缘掉落一样。唉。 大三这年秋天，我连最爱的金色武大都没有好好欣赏过，岁月就流失在我的手心了。 ,0.762074,0.237926,2
感觉武大好多好吃的我一张嘴一个肚皮根本吃不过来 ,0.993995,0.00600503,2
姜云升 想考武大，想学他们口中的天坑生物专业，但我现在高二只能考500多分，我没有自信，但真的很喜欢生物，我想搞研究方向，可我感觉我只空怀梦想，永远没办法实现。于是我想到了姜哥，他也勇敢地追着他的梦，并且实现了，我很羡慕和崇拜，他的经历能给我一点力量，但我依旧没有自信 ,0.0,0.0,-1
姜云升 想考武大，想学他们口中的天坑生物专业，但我现在高二只能考500多分，我没有自信，但真的很喜欢生物，我想搞研究方向，可我感觉我只空怀梦想，永远没办法实现。于是我想到了姜哥，他也勇敢地追着他的梦，并且实现了，我很羡慕和崇拜，他的经历能给我一点力量，但我依旧没有自信 ,0.999715,0.000285196,2
好吃太好吃了 假装自己是武大的学生哈哈哈 ,0.999278,0.000721523,2
武大恋爱讲座开设3年座无虚席：我教的不是找对象，是了解一段亲密关系 #武汉大学# #恋爱课堂# 视频来源：@齐鲁晚报 广州工会的微博视频 ,0.998477,0.0015229,2
武汉大学成立人工智能学院，未来肯定在 AI 上会有动作，很期待与武大校友雷军来一次联动啥的 ,0.99894,0.0010599,2
“骨针儿”这类药导致的骨髓炎现在越来越常见。治疗起来非常棘手。各位老师有啥好办法没？@武大口腔何克飞 @昆明拔智齿的付医生 @首医牙槽外科-庄锐医生 @郑州大牙医竹永仲 @杭州牙医刘文慧 ,0.0,0.0,-1
【#武汉大学宣布成立人工智能学院#】#武汉大学成立一所新学院# 12月16日，武汉大学举行人工智能学院成立大会。学院由中国科学院院士、武大校长张平文教授担任首任院长。学院将于2025年起招生，每年计划招收本科生约150人。  2020年，武汉大学计算机学院获批人工智能本科专业，由计算机学院长期从事人工 ...全文,0.990704,0.00929604,2
原来24岁可以这么自由！  有人说：“24岁是一个特殊的年纪，它距离18岁和30岁一样遥远”   十八岁不敢去的地方在24岁可以一个人前往 三十岁无法前往的地方24岁有足够的精力出发🛫  24岁，我选择独自一人踏上旅途，去寻找那叫做自由的风。 每一次出发，都是一场与自己的对话。没有同伴的约束，我可以 ...全文,0.982928,0.0170719,2
从重庆被拐卖到河北，卖给了一个大自己16岁、身体不好的男人成家， 生了3个小孩，因为男方年纪大、身体差没法赚钱，自己打三份工赚钱养大小孩 老大男孩考上了武大新闻专业，后来当了记者 老二女孩没哥哥学习好在浙江私企文职工作  周末洗浴中心的搓澡阿姨一边搓泥一边絮絮叨叨地念 儿子好不容易读出来 ...全文,0.0,0.0,-1
今天没有骑车 走路的时候往向路边的树掉的光秃秃 才忽然发觉离开武大之后很久没有仔细观察一棵冬天的树如何横斜了 ,0.0571563,0.942844,0
#工资貌似真的回到3500元的时代了#  工资不知道是不是回到3500年代，但消费，比十年前高了很多。  十年前，剪头发，连锁店，30，如今，60往上走，离谱的很。  十年前，商场衣服相对没那么贵，还常打折，如今，商场的衣服就是打折，也翻了好几番。  十年前，奶茶，5元以下，记得武大附中斜对面，有一家 ...全文,0.125366,0.874634,0
武大的初冬，一窗阳光，一窗银杏   #拍了拍武汉# #拍了拍武汉冬天# （via@石海Hi ） ,0.99954,0.000460211,2
武汉大学生家教#武汉家教#  地址：武汉建港前进小区 学科：初三数学物理男孩 次数：一周3-4次 时间：周内2-3次晚上8点或者是8：30开始  每次1.5小时  周末一次2小时 课酬：80-100/h 要求：武大华科 华师等 有经验  能提分有自己的方式方法 会总结  孩子比较皮  地址：武汉轻工大对面 学科：初 ...全文,0.958439,0.0415613,2
武汉大学人工智能学院成立，武大校长任院长 顺十而为的微博视频 ,0.0,0.0,-1
被邀请去同学宿舍蹭饭，又吃到了几位工院扛把子大厨的拿手好菜（惊讶的还是武大厨作为eee的竟选择毕业回去考gong ，不愧是山东人），图2是自己复刻的。和否定哥在早上8点的超市找到了荔枝，以及在李HT读研时期的学校门口看到了天使灯。 ,0.997745,0.00225482,2
突然闯入醉人的画面，分不清现在是冬还是秋？#雷军晒武汉大学冬景##我在微博看武汉##带着微博去旅行# 武汉·汉口江滩 漫游旅行记的微博视频 ,0.969337,0.0306635,2
武汉大学人工智能学院 今日正式揭牌！重磅！武大成立新学院！。 ,0.0,0.0,-1
男神等我今年把体重减到63KG一定要购入你的同款明年在武大樱花树底下猛猛拍 183-63我不敢想我会瘦的多有质感但这意味着本猪还需要减快二十斤 ,0.874109,0.125891,2
闲来无事给棱帝国的臣民汇报下 论临时抱佛脚的重要性以及兴趣变化又转移之快也是着实没想到。  前段时间不是每天敲流水二吗，当时深深感觉到自己对历史、对帝国过往文明认识之浅薄，所以又再次抄起二十四史翻阅起来（之前就断断续续的在看），但是在敲的期间一定是看的内容最多的，接着从混混刘邦开始 ...全文,0.876631,0.123369,2
打开豆瓣又在鉴整容与否…… 对于整了也不好看的人鉴别的意义何在呢？ 还不如关注诸如“人品”“敬业精神”“乳化否”“ 会不会媚粉”这种似是而非主观主义容易被洗脑的东西呢。 真正的美是客观的， 是洗不来的。 但一想她们是对着假唱都能喊唱功真好的人我还有什么好指望的。 我就承认我小偶像是录音 ...全文,0.0,0.0,-1
睡前又跟蹬蹬聊大学，我说要想到未来的自己，现在才会有意志力。比如，如果想上清华和麻理工，就要…蹬蹬抢答：就要认字学算术，我说：对。他说那我不上清华和麻理工了，我就上那个三楼和四楼都有厕所的，我：华师。他：对对。我：华师很差（我瞎说的），武大还差不多。蹬蹬：那我就读武大。 我：武大 ...全文,0.242886,0.757114,0
睡前又跟蹬蹬聊大学，我说要想到未来的自己，现在才会有意志力。比如，如果想上清华和麻理工，就要…蹬蹬抢答：就要认字学算术，我说：对。他说那我不上清华和麻理工了，我就上那个三楼和四楼都有厕所的，我：华师。他：对对。我：华师很差（我瞎说的），武大还差不多。蹬蹬：那我就读武大。 我：武大 ...全文,0.242886,0.757114,0
三个人在北京约不到反倒是约到了武汉拖柚子的福有舅舅带着深度游学，铺满阳光的操场把武大分为了新旧两部分，从雷军毕业的计算机学院到古老校舍，每条路都被分享了一些不大不小的趣闻。路过其中一扇窗户叔叔说那是他曾经的宿舍。 叫梅园还是樱园的咖啡厅里陈列了出售的纪念物，静静让我选 ...全文,0.0,0.0,-1
【#武大成立新学院#！校长兼任院长，明年招生】12月16日，@武汉大学 官微发布消息：武汉大学人工智能学院正式揭牌。据介绍，武汉大学人工智能学院由中国科学院院士、武汉大学校长张平文教授担任首任院长。武汉大学人工智能学院将自2025年起在“人工智能”专业招收本科生，在“智能科学与技术”学科招收 ...全文,0.991926,0.00807374,2
武大人工智能学院成立，由中国科学院院士武汉大学校长张平文教授担任首任院长 ,0.983404,0.0165957,2
安徽成人高考  今日成考动态#安徽成考# 武汉理工大学学校组织的学位外语今天开始报名 ,0.0,0.0,-1
#挣第一个1000w生意思维课程# 武大毕业，做过埃森哲咨询，现在是全职二宝妈妈，今年亚马逊300w+，最近30天已经100w了太爽了。我们约了她圣诞后采访。她说，现在收入挺满意的。 ,0.999614,0.000385721,2
今天来武汉大学MBA MPA MEM EMBA MPAcc研究生入学考试初试笔试考点来看看，空调 钟都有哈，而且考场挺暖和，考场环境也挺好的。 ,0.99868,0.00131955,2
日签之第2838签：第七届武大深圳校友赛 ,0.0,0.0,-1
#董明珠爆小米空调专利侵权赔了50万#是武大校友雷军太火了吗？董明珠也想来一波流量，小米火速辟谣未收到赔偿类文件。这一波你支持谁？  网页链接 ,0.0,0.0,-1
今天来武汉大学MBA MPA MEM EMBA MPAcc研究生入学考试初试笔试考点来看看，空调 钟都有哈，而且考场挺暖和，考场环境也挺好的。 ,0.99868,0.00131955,2
日签之第2838签：第七届武大深圳校友赛 ,0.992885,0.00711521,2
#董明珠爆小米空调专利侵权赔了50万#是武大校友雷军太火了吗？董明珠也想来一波流量，小米火速辟谣未收到赔偿类文件。这一波你支持谁？  网页链接 ,0.0,0.0,-1
逆水寒手游共号  共个武林萌主27天赏男素，转职可以但要自己掏钱，四个自染九天赏头衣品21w+新衣服都有除了那个侠客风的，水武沙武大小麒麟，葫芦买了金元宝的，御剑轻功有个按键皮那条火龙的，关系随你绑不限制，自由度很高我不上但会不定时上线查，称号主什么的随便，别玩太花了，基本的日课 ...全文,0.2433,0.7567,0
雷学长真是我武大学子的精神领袖，太优秀了，天赋勤奋、智商情商一样不落。 当然优秀的人很多了，只是有校友光环加被我听到了。 ,0.999745,0.000254968,2
#生命健康科研进展# 共创科研新生态｜复旦、交大、中科院、武大、重医、南开、医科院院长专家齐聚，赋能科研新交叉、同享行业新风向！ 共创科研新生态｜复旦、交大、中科院、武大、重医、南开、医科院院长专家齐聚，赋能科研新交叉、同享行业新风向！ 最新的科研成果与进展。面向世界科技前沿，践行行业使命感。助力基础研究，推广科技成果！服务行业，造福社会 ,0.0,0.0,-1
网页链接 @军武大伊万 你居然发的出来 ,0.0069482,0.993052,0
海图记 武大老图，一窗阳光，一窗银杏 ,0.980789,0.0192109,2
武大真的比 华科好看好多 华科真的好理工。 ,0.0,0.0,-1
难以想象。像@财虹虹 这样的漂亮女宁，居然也会是曾经的剩女？接受不了。          大家可能没见过虹虹，我有一次半夜看到过她换头像，后来马上改了，实在是太漂亮了，我是抱着手机猛舔，她的脸型轮廓基本就是唐嫣年轻款，看百度资料，唐是83年的，现在41了，现在样子还行。虹虹基本就是唐嫣28岁的样子 ...全文,0.0,0.0,-1
难以想象。像@财虹虹 这样的漂亮女宁，居然也会是曾经的剩女？接受不了。          大家可能没见过虹虹，我有一次半夜看到过她换头像，后来马上改了，实在是太漂亮了，我是抱着手机猛舔，她的脸型轮廓基本就是唐嫣年轻款，看百度资料，唐是83年的，现在41了，现在样子还行。虹虹基本就是唐嫣28岁的样子 ...全文,0.897691,0.102309,2
//@多摩的狸子:赶着禁令生效前出口……简直没法说//@蟹武大D:？,0.0073219,0.992678,0
十三邀，许知远对话陈东升。  武汉大学校友陈东升，窦文涛说，是大师兄。  看看大师兄的成长历程，珞珈山对他的影响！#武汉大学##校友##珞珈山##十三邀##许知远# 吾爱smile的微博视频 ,0.0,0.0,-1
珞珈山，爬山。  十八栋别墅群里，最好看的还是12栋。  记得游武大，爬爬珞珈山！#爬山##珞珈山##武汉##武汉大学##周末游玩好去处# 吾爱smile的微博视频 ,0.999893,0.000106485,2
武大的浪漫我也是感受过了 武汉·武汉大学 ,0.999183,0.000817384,2
巨烦无比！！烦！对人不对事，摆啥脸色啊老子欠你钱了吗虽然没直说针对谁哈，影响老子心情了 本来好好的周末烦别人去别烦我给你脸了吗每次不想惹事一个一个解释我说一句了？哦到最后全是你一个人干的啊？天天往自己身上揽都是自己搞的啊？那咋整每 ...全文,0.0,0.0,-1
来武大只做一件事 ,0.0,0.0,-1
今天回母校武大。在学校读书的时候，从来没有觉得武大的秋天这么好看，果然都是失去才知珍贵。 ,0.978173,0.0218269,2
#咩野日记# 2024/12/15 ☀️  昨晚本来一切都很开心，结果我爸硬是影响我们，让我心情瞬间变down。我真的很不能理解，到底谁给女人上了这么多的束缚。我反骨叛逆的心立马就上来了。  上午折腾到十一点才出门，出门直接去吃午饭了。吃饭的时候我一直都很想吃冰淇淋，但是只能大众点评打卡才送，我又没有 ...全文,0.0038397,0.99616,0
#晚安武大#  “理想与现实之间，不变的是跋涉。”                                                 ———汪国真                                 晚安，好梦 （摄影：李宸雨）  ,0.0,0.0,-1
不行，我不要穿的像狗屎，等武大面试完了我要穿的像个人！我的大衣，高跟鞋，低胸小毛衣，毛毛腰带的超短裤，我要全穿上！好好练练我的贝斯！练不好不许再发了！然后去北京找倩倩！狠狠的让他给我拍一波美照！在此之前不许再发任何社交动态！最近太能发了！ ,0.320362,0.679638,0
P1 再游武大 P2-3 会潜水的“水鸭子”(*• . •*)？ P4 东湖！ P5 环境还不错的湖北菜但是武昌鱼不咋好吃 P6 麻辣牛蛙又辣又上瘾ॱଳ͘ P7 圣诞节快到啦˙ᗜ˙ P8 来自敦煌的冰箱贴好piu亮 P9 真的很喜欢两个人一起拼东西的时刻 ,0.890105,0.109895,2
来武大走一走🚶🏻♂️  记录生活武汉·武汉大学 武汉·武汉大学 ,0.0,0.0,-1
#第一动力# 【我在武大造卫星———“新引擎”人物专访 高玉东】 武汉广播电视台的微博视频 ,0.980734,0.0192662,2
这一带是我父母当年在武大读书时游泳的地方，我妈还在这里练了一个夏天的摩托艇。可以想象，到了暑假，这里会有多热闹。以前步道没修好，在湖边走就怕被车撞，现在就完全不用担心啦，人一到了这里心情就大好啊//@Holly年华似水:太美啦//@出版人周筠:放眼全国，能比得过这一带的人文+...全文,0.999832,0.00016816,2
武汉大学  没抢到高铁票，坐绿皮火车回来的 ,0.0,0.0,-1
这一带是武汉绝佳风景地，武大学子们太有福了来这里骑行、步行、慢跑，棒极了,0.999922,7.8411e-05,2
走前匆匆再逛一遍橘子洲头… 下一站🚩武大🌸 ,0.995396,0.00460378,2
现在武大凌波门一带沿东湖修好了步道，简直美极了，房价因此只会上扬啊//@我从何处来zw:武大附近的毛胚房至少2万2以上一平//@出版人周筠:想得美！武大附近靠东湖的房子怎么可能这么便宜？没来过武汉？不知道东湖有七个西湖那么大？此东湖边和彼东湖边，房价差好几倍。博主说的那种地段，对来光谷一带上...全文,0.0,0.0,-1
今天又去面试咯，我后面是武大的。如果武大和我那么有缘，麻烦给我发武大的毕业证 ,0.950144,0.0498564,2
为什么都拿我跟雷军比，就因为我跟他是老乡吗，简直太高看我了#武大校长夸雷军企业家中最帅##龚文祥111AI论坛##雷军连续26年向武大捐赠# 龚文祥的微博视频 ,0.998974,0.0010265,2
周六和柳青到武大看了个展，爬了珞珈山，腿脚还行。周日和闺蜜到东湖啡行家喝了个咖啡☕，晒个冬阳。回家翻了一下旧照片，光阴如梭，故人如今不知在何处。 ,0.0,0.0,-1
每天刷夜belike学1h睡20min，眼睛看痛了就去洗脸池泼水，什么时候能学完还要再刷四个晚上 武大和清华的课是不是太简单了我请问呢 ,0.887202,0.112798,2
梦种山岗 爱在陈家｜好久不见❤️  🌱「梦种山岗」 2️⃣0️⃣1️⃣5️⃣年夏天，来自武汉不同高校的我们有幸加入了种太阳工作室，从武大出发！我们分队是去黄冈罗田县陈家山支教，而且是是住家模式，大部分人住在各自负责的小朋友家里！  🍀「爱在陈家」 感恩遇见这里的小朋友及家人，还有各个高 ...全文,0.999741,0.000259377,2
武大漫游记～ ,0.97483,0.0251697,2
看了柴静的采访，才知道野夫名字的由来。服刑期间，武大校长刘道玉去狱中看望他并给了大量图书赞助，才是减刑最大的原因，出来后，是因为易中天将自己的作品给了他出版生活才缓过来。 ,0.989692,0.0103079,2
武大好美呀 武汉·武汉大学国家大学科技园 ,0.999765,0.000234756,2
本来计划从武大出来去东湖生态园的 但都表示走不动了 于是转道去了粮道街 又是各种逛吃逛 最后又去了江汉路步行街 拉我起来 我还能逛个仨小时 武汉·江汉路步行街 ,0.992186,0.00781417,2
【签署战略合作协议、开展座谈交流｜张平文赴北京推动校企合作】近日，武汉大学与中国建筑集团有限公司战略合作协议签约仪式在北京举行，并与中国南水北调集团有限公司展开座谈交流。在未来，各方将在数智教育建设、联合科技攻关、人才培养培训等领域进一步加强合作，以服务国家重大战略需求为导向，充 ...全文,0.0,0.0,-1
武大一巴掌 ,0.0,0.0,-1
误判（2024），#误判港片文武戏的教科书# 《误判》是今年的另类港片，不接受一点反驳。甄子丹补齐自己文戏的短板，要知道他是在60岁+的年纪，仍在前进，真是挺厉害的，延伸了自己的表演，拓宽了边界。主要是他的动作戏，打斗动作完成的依然凌厉，power感强。该 ...全文,0.998958,0.00104164,2
我想我会一直幸福的#武大# 爱的倾听者的微博视频 ,0.999978,2.16372e-05,2
在武大的外国语学院，去洗手间光顾低头玩手机了，出来看到小便池老实了，还好没有人 武汉·武汉大学外国语言文学学院 ,0.588023,0.411977,2
今天我也是给武大博士一个面子啊 明明一句都没听，一张PPT也没拍，一直在搞自己的事 ,0.00155709,0.998443,0
认识了一位武大的妹妹，我说来年我可以去你们学校赏樱吗，很想去，一直没找到什么机会，她很愉快的答应我了并且说请我吃饭，哎呀！！然后我们就交流了很多，感觉跟有智慧的人聊天真的真的哈哈哈哈哈哈，我内心狂喜了反正哈哈哈 ,0.0,0.0,-1
真的真的很想考武汉大学，想去东湖散步，在武大看樱花，想去吃热干面，想吃很多武汉的美食！ ,0.994272,0.00572831,2
上周发了一段参加武大校庆时抽空练了会儿乒乓球的视频，没想到网友中的乒乓球爱好者还真多，找到了一批知音。          我整天读书爬格子，体育运动只有一项就是打球。因为乒乓球是一个要用到腿、脚、腰、胳膊、手、眼睛和脑的一个综合锻炼的运动，场地方便，活动效率高。工作一天，打一会儿乒乓球就把 ...全文,0.998446,0.00155417,2
是我的新工位啊未来两年半的办公桌应该就这里了 虽然有点磕碜是用实验桌当工位，不过地方大有插座已经很满足了 武汉·中国水产科学研究院长江水产研究所(武大园一路) ,0.0,0.0,-1
外院转诊根尖区器械分离，30min结束，压力流动学说的力量🦷欢迎各位老师指出不足之处@李任的夜行洞见 @湘雅柱子 @显微牙医 @武大口腔彭彬 @Dentist张晨 @杭口显微牙医毕成 @arong7728 @北京牙医苏建宏 @曾小通牙 @成都芦大牙 @成都牙医黄志文  ...全文,0.971503,0.0284968,2
#season的日常#  武大学生校外食堂·值得体验 武汉·长白山韩国料理 ,0.994284,0.00571599,2
每月来武大报到 ,0.0,0.0,-1
凤浅君墨尘凤浅君墨尘❗🔥从出生那刻起，凤浅就注定了一生无人爱她。 父王说：“凤浅，这是你欠碧落的，你把神武大 帝赏赐的神剑给碧落吧。” 母后说：“凤浅，你难道看要看你妹妹碧落去死 吗？只是让你每日给她渡些灵力而已，不碍事的 后来凤浅遇见君墨尘，他说生生世世，无论为神 还是为人，他都只 ...全文,0.0778706,0.922129,0
来武大了 武汉·国立武汉大学 ,0.961094,0.0389064,2
武汉大学茶文化研究中兴研究员宋时磊教授分享《新世纪以来中国茶文化的海外传播》。#老崔茶馆# 南京·老崔茶馆(碧水云天店) 老崔说茶的微博视频 ,0.0,0.0,-1
今天去武大，在学校里边一直被喊同学真的恍神恍神的，工作之后不是叫别人哥啊姐啊就是喊美女，同学，好纯真的呼唤，把我的怨气都吹散了 ,0.0,0.0,-1
窦文涛在武汉大学131周年校友论坛上的即兴演讲 文史趣谈君的微博视频 ,0.989843,0.0101567,2
【#武大恋爱讲座开设三年座无虚席#】 12月14日，湖北，据记者报道，临近年末，武汉大学心理学系教授喻丰，正为下学期的“积极心理学”通识课准备教案，3年前，喻丰在武大开设“恋爱心理学”讲座火爆出圈，随后，讲座被学校纳入通识选修课，他将通识课名称改为“积极心理学”课程范围更广，恋爱心理学是 ...全文,0.976556,0.0234438,2
#校园随手拍##看不见的武大# 窗外是樱顶美景，手中是冬日暖饮与你分享今日份的小确幸！（摄影：李宸雨） ,0.0,0.0,-1
#看不见的武大# 青瓦红窗金叶是属于武大的独家浪漫！用Live图记录心动时刻，无论是日落时分的珞珈金秋，还是东湖之滨的波光粼粼，都因为色彩和声音变得生动起来。这一瞬，心动！是Live，也是Life。戳图↓↓和小武一起赏美景 #校园随手拍# （摄影：吕梓锋） ,0.0,0.0,-1
#看不见的武大# 青瓦红窗金叶是属于武大的独家浪漫！用Live图记录心动时刻，无论是日落时分的珞珈金秋，还是东湖之滨的波光粼粼，都因为色彩和声音变得生动起来。这一瞬，心动！是Live，也是Life。戳图↓↓和小武一起赏美景 #校园随手拍# （摄影：吕梓锋） ,0.999901,9.94725e-05,2
哪些人可以做牙齿漂白#青年口腔医生进阶计划##口腔健康# @武大口腔彭彬 台保军的微博视频 ,0.9945,0.00549981,2
创业失败、抑郁、跑外卖，他用脱口秀重寻生活平衡   这是当下的社会缩影之一  武大 新闻系 外卖骑手  商人 脱口秀 ，社会历练 网页链接 ,0.0,0.0,-1
也是一种生活区直播//@蟹武大D:,0.0,0.0,-1
片子我看了，您在武大已经做了特别漂亮的治疗，接着遵医嘱就好了 查看图片 //@孙昌洲牙医-Dental丹淘熊妈妈:回复@慢慢向前不回头:好//@慢慢向前不回头:孙医生好呀  我发了私信，您可以看一下吗,0.998552,0.00144753,2
明天去打卡楚天以南没找到身份证所以进不了武大希望能早起成功吧再像今天12点起的话那去个鸡毛 ,0.544514,0.455486,1
武大的大草坪怎么这么好躺 ,0.0,0.0,-1
·2024.12.14 搞不懂李行亮为什么要在垃圾桶里面捡对象，是因为武大、财大、华师的姑娘太有素质所以不够奇葩和极品吗？真的看得人能心梗。 ,0.000622193,0.999378,0
#关注#【“珞珈书屋”揭牌仪式暨北京校友企业家座谈会举办】12月12日，丰台区、武汉大学共同举办“珞珈书屋”揭牌仪式暨北京校友企业家座谈会。中国科学院院士、武汉大学校长张平文，区委副书记、区长初军威出席活动。 “珞珈书屋”揭牌仪式暨北京校友企业家座谈会举办 ,0.997921,0.00207916,2
小A的胡思乱想   哇哇今天晚上出去唱歌 局里的师兄约出来了武大一个很会唱歌的师兄 在师兄来之前我就点了小泷的你在不在 结果师兄来了又点了这首歌我当时以为师兄版本找错了，没有想到真的是这首小泷的 师兄真的我哭死！！仙品！！美美和师兄合唱了师兄真的唱 ...全文,0.0,0.0,-1
小A的胡思乱想   哇哇今天晚上出去唱歌 局里的师兄约出来了武大一个很会唱歌的师兄 在师兄来之前我就点了小泷的你在不在 结果师兄来了又点了这首歌我当时以为师兄版本找错了，没有想到真的是这首小泷的 师兄真的我哭死！！仙品！！美美和师兄合唱了师兄真的唱 ...全文,0.0,0.0,-1
特意跑到武大去吃双喜铁板烧，却吃不到幸福的味道，好难过～～～～～～啊啊啊啊啊啊啊！！！！！！！！！！！！！！！我为什么对食物已经没有欲望了！！！！！！！！！！！ 吃完饭去逛商场发现有走秀，凑热闹的瞄了一眼，表 ...全文,0.000302247,0.999698,0
忙得不得了，还花了一下午的时间在院子里给大家做了圣诞树🎄，却没时间拍照，明天出发去武汉大学上学啦，back in a week ,0.991202,0.00879779,2
好想念在武大骑车的感觉 ,0.0,0.0,-1
上午东湖，中午车上睡觉，睡醒去武大继续玩。很幸福呀小豆奶 尾巴它有一只猫6的微博视频 ,0.999761,0.000238791,2
#俄乌局势新进展# ❗️🇷🇺🇺🇦 截至 2024 年 12 月 13 日 20 点库拉霍沃情况。  ▪️库拉霍沃市内，俄罗斯武装部队沿Nagornaya-1和-2街道前进，并在Yuzhny微区占据阵地。与此同时，东南方的小口袋被清除，俄罗斯军队由此完全控制了O0510公路沿线。  ▪️南翼也取得了成功，解放了至少两个定居 ...全文,0.821861,0.178139,2
我要吹爆云大的银杏 武大的樱花出名 我们云大的银杏一样也好看！！ 都给我来云大看银杏 ,0.0,0.0,-1
我是一个幸福的傻子，撇开工作上的糟心事不谈……算了撇不开也不谈，东哥薅了一堆武大周边加上我想要的信纸赶着生日顺丰速递发来；三分钟热度想着重新拾起羽毛球又怕动作不标准再受伤直接找坤哥咨询白嫖私教指导；喊祥哥出来吃饭突然发现有一片免费有暖气的室内球场能打还能车接车送哈哈哈哈哈哈哈哈哈 ...全文,0.116685,0.883314,0
这种阻生牙，拔掉好还是正畸好呢？#智齿##武大口腔赵小珩##拔阻生智齿... (分享自小红书)# ,0.915064,0.0849362,2
第1集/个人介绍+从交大到武大，如何培养学习能力？   从西安交大到武汉大学，名校之路如何铸就？我将在本期分享我的成长经历，以及深度探讨如何培养超强学习能力，带你开启学霸养成之旅！ 米奥和她言视界的微博视频 ,0.0,0.0,-1
26岁女孩，没有任何症状，因为矫正发现智齿。这个智齿有点凶悍，七号比较软弱，直接被8干残。智齿最好把他扼杀在摇篮里比较好，否则养虎为患，到头来还是亡羊补牢。@武大口腔何克飞 @首医牙槽外科-庄锐医生 @昆明拔智齿的付医生 @郑州大牙医竹永仲 @君子如珩-武大口腔拔智齿 @杭州牙医刘文慧  ...全文,0.390162,0.609838,0
【武大女生挑战旁听100节课：#高校如何给学生学习提供更多便利#】最近，武汉大学的邓同学在社交媒体分享自己“在武汉尝试一百节课”的感受，引发关注。邓同学的“听课模式”不一定适合所有人，不同人在现实面前，会有不同的选择。但作为高校管理者，应该尽量为那些愿意旁听、热爱学习的年轻人提供便利 ...全文,0.988308,0.011692,2
#恋爱心理学讲座变通识课选课靠抢#【#武大恋爱讲座开设3年座无虚席#：我教的不是找对象，是帮助他们了解一段亲密关系】12月14日，据长江日报大武汉客户端消息：临近年末，武汉大学心理学系教授喻丰正为下学期的“积极心理学”通识课准备教案。3年前，喻丰在武大开设“恋爱心理学”讲座火爆出圈。随后， ...全文,0.0,0.0,-1
黄灿灿的出色表现让杨紫在《长相思2》中的努力黯然失色，从最初被质疑“武大校花”名不副实到如今实力打脸，令人刮目相看。 ,0.862876,0.137124,2
秋天的武大与春天的樱花，我都喜欢 武汉·武汉大学 ,0.999826,0.000174302,2
期末月总是容易被负面情绪缠绕... 偶尔也有些后悔没去武大南开而来了这里... 其实真去了也不一定开心吧 但人总会美化没走过的道路 好将一切的苦难只归结于所谓“选择的错误” ,0.0,0.0,-1
#因学生一句话武大花近10万买书#基本上每个高校图书馆都有这个服务。欢迎大家积极向图书馆反馈自己的需求哦。#我在微博看武汉##发现新武汉# 康斯坦丁的微博视频 ,0.999216,0.000784005,2
武汉大学   寒假想去武大 问一下假期外人能进武大参观吗 参观需要预约吗 假期梅操还放电影吗 能去教室参观吗 话剧社团什么时候有演出啊 ,0.950091,0.0499085,2
#刘医生的工作日常##智齿#  患者半年前拔了左侧智齿，今天拔右侧，把男朋友也介绍过来了，小伙子的48是真难，近中根扁粗根尖弯曲，分根，松动就是不能脱位，那就分分分@莲之花口腔陈中利 @拔牙匠郭永峰 @武大口腔何克飞 @郑州大牙医竹永仲 @昆明拔智齿的付医生 ,0.0,0.0,-1
这周。 刚监考完六级，好无聊好累，把这辈子回忆了一遍都没下考、，现在回家吃我爸炒的菜。 我妈去武大培训了，大吃一顿他们学校的食堂。 玩狗、吃面包、下课和同学吃卖当老。 ,0.569837,0.430163,2
五彩斑斓和武大很像 寒风拍脸上手上才 恍然已入冬 南京·玄武湖 ,0.993296,0.00670436,2
武汉大学考研 收武大化院近几年的考研真题 ,0.0,0.0,-1
武汉大学 收武大化院近几年的考研真题 ,0.0,0.0,-1
📍珞珈山的深秋  天大地大 武大最大  幸福周末❤️ ,0.998819,0.00118054,2
武汉大学“雷军班”首届仅招30人，合影留念。 ,0.91141,0.0885904,2
小鱼昨天和我们说，他演了武大。对，就是那个武大。我震惊不已，忍不住说:演个老虎也行啊，干嘛演武大。小鱼耐心地解释:演老虎要跳起来扑到武松身上，我跳不起来，而且演老虎就还得演西门庆，要挨两顿打，演武大我可以演县官，为西门庆报仇——是的，西门庆是小鱼的兄弟扮演的。小鱼说，我给武松定罪时 ...全文,0.0,0.0,-1
卧槽 我以为半格油可以从武大开到水果湖加油站 结果到八一路就没了！ 空着格子从银海华庭整到加油站 心脏都快突突出来了 ,0.000384619,0.999615,0
年初武汉赏樱，姐姐订的东湖宾馆，景色太好了，尤其是坐在湖边，眺望武大，湖面时不时有赛艇训练，很有趣。还可以约教员住过的那栋参观一下。 武汉高铁站，我见过最大最先进的交通枢纽没有之一。今年就这样过去了吗，一切仿佛就在昨天。 ,0.999408,0.000591852,2
还是人家武大气派啊[淚]不敢想象在这个学校里读书会有多幸福 ,0.0,0.0,-1
#斗鱼索赔大学生600万获赔2万#985开表演系的只有武大吧 ,0.0414286,0.958571,0
今天来武汉大学经济管理学院办事，还吃到了现在武大枫园最火的秘制烤全鸡，才下大闸蟹，又上烤全鸡，舌尖上的高校。 ,0.993711,0.00628863,2
